module,bugtitle,slevel,priority,bugstatus,activatecount,creator,creatortime,designate,designatetime,solver,solution,solvertime,closetime
web端后台管理系统(#43),【重庆政企二期】教程关联-教程关联设备时，不能对设备进行多选操作，需求是一个教程可以关联多个设备,3,3,已关闭,0,黎兴,2018/7/2,Closed,2018/7/13,朱健,已解决,2018/7/12,2018/7/13
web端后台管理系统(#43),【重庆政企二期】推送文章新增-提示信息不准确,3,4,已关闭,0,黎兴,2018/7/2,Closed,2018/7/11,康忠飞,已解决,2018/7/10,2018/7/11
web端后台管理系统(#43),【重庆政企二期】推送文章群发-无法对企业进行多选或全选操作,3,3,已关闭,1,黎兴,2018/7/2,Closed,2018/7/13,朱健,已解决,2018/7/12,2018/7/13
web端后台管理系统(#43),【重庆政企二期】教程、推送进行添加操作时，富文本框选择大于1m的图片，页面提示加载失败,3,3,已关闭,5,黎兴,2018/7/2,Closed,2018/7/24,黎兴,已解决,2018/7/24,2018/7/24
web端后台管理系统(#43),【重庆政企二期】推荐文章新增-新增页面的添加文件按钮显示不全,3,3,已关闭,0,黎兴,2018/7/3,Closed,2018/7/11,康忠飞,已解决,2018/7/10,2018/7/11
web端后台管理系统(#43),【重庆政企二期】我要投诉-提示投诉记录时，数据库没有对应的插入key_phone字段，字段为空,3,3,已关闭,1,黎兴,2018/7/4,Closed,2018/7/11,康忠飞,无法重现,2018/7/11,2018/7/11
web端后台管理系统(#43),【重庆政企二期】推送管理-编辑推送文章时，未选择封面图片，无法提交编辑操作,3,3,已关闭,0,黎兴,2018/7/4,Closed,2018/7/11,康忠飞,已解决,2018/7/10,2018/7/11
web端后台管理系统(#43),【重庆政企二期】关键人管理-关键人搜索条件为空时，无法搜索出全部的关键人记录信息,3,3,已关闭,0,黎兴,2018/7/5,Closed,2018/7/11,朱健,已解决,2018/7/10,2018/7/11
web端后台管理系统(#43),【重庆政企二期】关键人管理-关键人搜索框输入“%”时可以搜索出全部的用户信息，搜索结果不正确,3,2,已关闭,1,黎兴,2018/7/5,Closed,2018/7/12,杨滨舟,已解决,2018/7/11,2018/7/12
web端后台管理系统(#43),【重庆政企二期】关键人管理-关键人新增时联系方式格式不正确也可以添加成功,3,3,已关闭,1,黎兴,2018/7/5,Closed,2018/7/11,朱健,已解决,2018/7/10,2018/7/11
web端后台管理系统(#43),【重庆政企二期】关键人管理-新增关键人时，必填项未填写时，弹出提示信息后，新增的关键人弹窗页面也会消失，建议提示信息可以在弹窗的页面进行提示,3,3,已关闭,0,黎兴,2018/7/5,Closed,2018/7/10,朱健,已解决,2018/7/10,2018/7/10
web端后台管理系统(#43),【重庆政企二期】关键人管理-编辑关键人时，数据提交失败,3,3,已关闭,1,黎兴,2018/7/5,Closed,2018/7/10,朱健,已解决,2018/7/10,2018/7/10
web端后台管理系统(#43),【重庆政企二期】关键人管理-导入关键人信息时，关键人列表记录没有实时更新,3,3,已关闭,0,黎兴,2018/7/5,Closed,2018/7/10,朱健,已解决,2018/7/10,2018/7/10
web端后台管理系统(#43),【重庆政企二期】推送管理-文章删除了，前端显示文章显示对应的表的is_show字段没有同步更新,3,3,已关闭,0,黎兴,2018/7/6,Closed,2018/7/10,杨滨舟,已解决,2018/7/9,2018/7/10
web端后台管理系统(#43),【重庆政企二期】推送管理-编辑推送文章信息时，编辑页面，无法显示出之前的字段数据信息,3,3,已关闭,0,黎兴,2018/7/10,Closed,2018/7/11,康忠飞,已解决,2018/7/10,2018/7/11
web端后台管理系统(#43),【重庆政企二期】文章推送-文章推送后，无任何提示信息返回给用户，如推送成功或推送失败等提示信息,3,3,已关闭,0,黎兴,2018/7/10,Closed,2018/7/11,康忠飞,已解决,2018/7/10,2018/7/11
web端后台管理系统(#43),【重庆政企二期】文章推送-文章摘要没有限制字符串长度，提交大于255个字符时，文章添加失败,3,3,已关闭,0,黎兴,2018/7/10,Closed,2018/7/11,康忠飞,已解决,2018/7/10,2018/7/11
web端后台管理系统(#43),【重庆政企二期】推送管理-推送文章无法删除,3,3,已关闭,0,黎兴,2018/7/10,Closed,2018/7/11,康忠飞,已解决,2018/7/10,2018/7/11
web端后台管理系统(#43),【重庆政企二期】页面显示-投诉管理、推送管理、关键人管理的title信息显示不正确,3,3,已关闭,1,黎兴,2018/7/11,Closed,2018/7/13,朱健,已解决,2018/7/12,2018/7/13
web端后台管理系统(#43),【重庆政企二期】投诉管理-投诉列表分类筛选列表无效（可以去掉），查看未读的提示信息时，没有实时更新投诉列表页面，需要重新加载页面才会更新处理时间等信息,3,3,已关闭,0,黎兴,2018/7/12,Closed,2018/7/17,朱健,已解决,2018/7/16,2018/7/17
web端后台管理系统(#43),【重庆政企二期】投诉管理-需求列表，无法查看需求详情，详情按钮不可用，筛选条件无状态显示，需求状态显示异常,3,3,已关闭,0,黎兴,2018/7/12,Closed,2018/7/17,朱健,已解决,2018/7/12,2018/7/17
web端后台管理系统(#43),【重庆政企二期】评价管理-评价管理搜索功能无效，为空搜索不能搜索出全部的评价信息,3,3,已关闭,0,黎兴,2018/7/12,Closed,2018/7/13,朱健,已解决,2018/7/12,2018/7/13
web端后台管理系统(#43),【重庆政企二期】评价管理-删除评价失败，id为传入,3,2,已关闭,0,黎兴,2018/7/12,Closed,2018/7/13,朱健,已解决,2018/7/12,2018/7/13
web端后台管理系统(#43),【重庆政企二期】投诉管理-投诉列表中的筛选条件无效，应该去掉该筛选条件,3,3,已关闭,0,黎兴,2018/7/16,Closed,2018/7/17,朱健,已解决,2018/7/16,2018/7/17
web端后台管理系统(#43),【重庆政企二期】关键人管理-编辑关键人时，提示信息有误,4,3,已关闭,0,黎兴,2018/7/16,Closed,2018/7/17,朱健,已解决,2018/7/16,2018/7/17
web端后台管理系统(#43),【重庆政企二期】关键人管理-新增关键人时，手机号码重复时，添加关键人失败，并且无任何提示信息,3,3,已关闭,0,黎兴,2018/7/16,Closed,2018/7/17,朱健,已解决,2018/7/16,2018/7/17
web端后台管理系统(#43),【重庆政企二期】关键人登陆-页面显示异常（手机弹出键盘输入时，底部的数据信息会往上顶）,3,3,已关闭,1,黎兴,2018/7/16,Closed,2018/7/23,杨滨舟,已解决,2018/7/23,2018/7/23
web端后台管理系统(#43),【重庆政企二期】关键人端-文章推送列表为空时，没有给出必要的提示信息,3,3,已关闭,0,黎兴,2018/7/16,Closed,2018/7/17,朱健,已解决,2018/7/16,2018/7/17
web端后台管理系统(#43),【重庆政企二期】关键人端-重复查看文章详情后，阅读次数没有进行对应的叠加,3,3,已关闭,0,黎兴,2018/7/16,Closed,2018/7/16,杨滨舟,已解决,2018/7/16,2018/7/16
web端后台管理系统(#43),【重庆政企二期】投诉管理-需求列表中的需求信息，无法实现处理功能,3,2,已关闭,0,黎兴,2018/7/16,Closed,2018/7/17,朱健,已解决,2018/7/16,2018/7/17
web端后台管理系统(#43),【重庆政企二期】关键人端-需求提交-上传的图片不符合要求是，还是会显示出图片信息,3,3,已关闭,1,黎兴,2018/7/16,Closed,2018/7/18,朱健,已解决,2018/7/17,2018/7/18
web端后台管理系统(#43),【重庆政企二期】设备关联弹窗、推送文章弹窗，关闭功能无法实现,3,3,已关闭,0,黎兴,2018/7/16,Closed,2018/7/17,朱健,已解决,2018/7/16,2018/7/17
web端后台管理系统(#43),【重庆政企二期】推送管理-文章推送时，推送的企业应该支持搜索功能,3,3,已关闭,0,黎兴,2018/7/18,Closed,2018/7/20,朱健,已解决,2018/7/19,2018/7/20
web端后台管理系统(#43),【重庆政企二期】投诉管理-需求列表管理-已经处理过的需求，在点击查看详情时还是会显示标记为已处理的按钮,3,3,已关闭,0,黎兴,2018/7/20,Closed,2018/7/20,朱健,已解决,2018/7/20,2018/7/20
web端后台管理系统(#43),【重庆政企二期】投诉管理-投诉列表-投诉消息全部已读后，还是会显示出有未读的投诉消息提示信息,3,3,已关闭,2,黎兴,2018/7/20,Closed,2018/7/25,朱健,已解决,2018/7/24,2018/7/25
web端后台管理系统(#43),【重庆政企二期】投诉管理-无投诉管理权限的用户也会有投诉消息提示，并且可以跳转到投诉列表页面,3,3,已关闭,1,黎兴,2018/7/20,Closed,2018/7/23,朱健,已解决,2018/7/23,2018/7/23
web端后台管理系统(#43),【重庆政企二期】投诉管理-未读的投诉信息，处理时间显示异常，未处理的投诉应该不显示时间,3,3,已关闭,0,黎兴,2018/7/20,Closed,2018/7/20,朱健,已解决,2018/7/20,2018/7/20
web端后台管理系统(#43),【重庆政企二期】设备管理-新增教程关联设备时，列表没有实时更新，成功关联后还是显示的关联设备为空,3,3,已关闭,0,黎兴,2018/7/20,Closed,2018/7/20,朱健,已解决,2018/7/20,2018/7/20
web端后台管理系统(#43),【重庆政企二期】设备管理-编辑教程显示新建,4,2,已关闭,0,黎兴,2018/7/20,Closed,2018/7/20,朱健,已解决,2018/7/20,2018/7/20
web端后台管理系统(#43),【重庆政企二期】设备管理-对其他页面的设备进行关联操作时，教程列表页面会调转到第一页,3,2,已关闭,0,黎兴,2018/7/23,Closed,2018/8/13,朱健,已解决,2018/8/13,2018/8/13
web端后台管理系统(#43),【重庆政企二期】关键人管理-有新的需求时，没有任何提示信息,3,2,已关闭,0,黎兴,2018/7/25,Closed,2018/7/27,朱健,已解决,2018/7/26,2018/7/27
web端后台管理系统(#43),【重庆政企二期】推送管理-文章预览，预览页面没有做手机适配，预览效果应该和手机预览效果一致,3,2,已关闭,0,黎兴,2018/7/25,Closed,2018/7/30,朱健,已解决,2018/7/26,2018/7/30
web端后台管理系统(#43),【重庆政企二期】评价管理-评价列表存在无效的按钮，把他去掉,3,3,已关闭,0,黎兴,2018/7/27,Closed,2018/7/27,朱健,已解决,2018/7/27,2018/7/27
web端后台管理系统(#43),【重庆政企二期】账号查询-路由跳转异常，点击业务管理链接会跳转到工单列表页面,3,2,已关闭,0,黎兴,2018/7/27,Closed,2018/7/27,朱健,已解决,2018/7/27,2018/7/27
web端后台管理系统(#43),【重庆政企二期-客户经理】人员管理-人员管理菜单项名称显示错误，应该显示为人员管理，人员管理包含关键人和客户经理,3,3,已关闭,0,黎兴,2018/8/7,Closed,2018/8/9,朱健,已解决,2018/8/8,2018/8/9
web端后台管理系统(#43),【重庆政企二期-客户经理】新增客户经理-新增客户经理提示信息不正确,3,3,已关闭,0,黎兴,2018/8/7,Closed,2018/8/9,朱健,已解决,2018/8/8,2018/8/9
web端后台管理系统(#43),【重庆政企二期-客户经理】客户经理导入-可以导入相同的数据,3,2,已关闭,0,黎兴,2018/8/7,Closed,2018/8/13,杨滨舟,已解决,2018/8/13,2018/8/13
web端后台管理系统(#43),【重庆政企二期-客户经理】客户经理导入-先删除已存在的客户经理，重新导入时，还是导入失败,3,3,已关闭,0,黎兴,2018/8/7,Closed,2018/8/13,杨滨舟,已解决,2018/8/13,2018/8/13
web端后台管理系统(#43),【重庆政企二期-客户经理】编辑客户经理-编辑客户经理时，客户经理手机号码显示为空，编辑账号信息时，之前的信息应该显示出来,3,3,已关闭,1,黎兴,2018/8/7,Closed,2018/8/13,杨滨舟,已解决,2018/8/13,2018/8/13
web端后台管理系统(#43),【重庆政企二期-客户经理】客户添加-客户经理添加的客户的相关字段信息不匹配时，相关信息没有进行覆盖，数据库插入的还是之前的旧数据信息，这样会导致客户添加异常,3,3,已关闭,1,黎兴,2018/8/7,Closed,2018/8/13,黎兴,已解决,2018/8/13,2018/8/13
web端后台管理系统(#43),【重庆政企二期-客户经理】客户经理编辑-对客户经理进行编辑操作时，TB_PQ_QRCODE表对应的字段信息，没有进行同步更新操作,3,3,已关闭,0,黎兴,2018/8/9,Closed,2018/8/9,杨滨舟,已解决,2018/8/9,2018/8/9
web端后台管理系统(#43),【重庆政企二期-客户经理】客户经理删除-对客户经理进行删除操作，删除成功后，之前绑的码没有进行作废操作，status状态还是为1,3,3,已关闭,0,黎兴,2018/8/9,Closed,2018/8/9,杨滨舟,已解决,2018/8/9,2018/8/9
web端后台管理系统(#43),【重庆政企二期-客户经理】管理客户显示-客户联系方式字段信息显示错误，应该显示的是企业的联系方式，不应该显示客户经理联系方式,3,3,已关闭,0,黎兴,2018/8/9,Closed,2018/8/13,朱健,已解决,2018/8/10,2018/8/13
web端后台管理系统(#43),【重庆政企二期】推送文章预览-无法预览推送文章内容,3,3,已关闭,0,黎兴,2018/8/10,Closed,2018/8/13,杨滨舟,已解决,2018/8/10,2018/8/13
web端后台管理系统(#43),【重庆政企二期-客户经理】人员列表-人员列表网页标题显示不正确,3,3,已关闭,0,黎兴,2018/8/13,Closed,2018/8/13,朱健,已解决,2018/8/13,2018/8/13
web端后台管理系统(#43),【重庆政企二期-客户经理】知识库管理-文件上传页面-“图片上传”应该更正为“文件上传”，未选择文件进行上传操作时提示异常，文件名称没有自动带入,3,3,已关闭,0,黎兴,2018/8/14,Closed,2018/8/15,朱健,已解决,2018/8/14,2018/8/15
web端后台管理系统(#43),【重庆政企二期-客户经理】知识库管理-文件进行二次上传时，无法进行文件上传操作,3,2,已关闭,1,黎兴,2018/8/14,Closed,2018/8/15,朱健,已解决,2018/8/15,2018/8/15
web端后台管理系统(#43),【重庆政企二期-客户经理】知识库列表-文件下载时，下载的文件的名称应该是上传文件时编辑的文件名称而不是原文件的文件名称,3,4,已关闭,0,黎兴,2018/8/14,Closed,2018/8/15,杨滨舟,已解决,2018/8/14,2018/8/15
web端后台管理系统(#43),【重庆政企二期-客户经理】知识库管理-文件上传时，文件名称输入框没有过滤掉空格字符，这样会导致文件上传异常,3,3,已关闭,0,黎兴,2018/8/14,Closed,2018/8/15,朱健,已解决,2018/8/14,2018/8/15
web端后台管理系统(#43),【重庆政企二期】关键人端-接口重复调用,3,3,已解决,0,黎兴,2018/7/19,黎兴,2018/7/19,孙艳强,延期处理,2018/7/19,0000-00-00
web端后台管理系统(#43),【重庆政企】绑码查询、数据报表数据异常,3,3,已解决,0,黎兴,2018/8/14,黎兴,2018/8/15,杨滨舟,已解决,2018/8/15,0000-00-00
web端后台管理系统(#43),【重庆政企】权限管理-人员信息-新增账号时，必填项没有给出相关的提示信息，导致账号新增失败,3,3,激活,1,黎兴,2018/6/8,王琪,2018/6/11,,,0000-00-00,0000-00-00
web端后台管理系统(#43),【重庆政企】权限管理-人员信息-账号禁用后，还可以进行登录操作,3,3,激活,1,黎兴,2018/6/8,王琪,2018/6/11,,,0000-00-00,0000-00-00
web端后台管理系统(#43),【重庆政企】页面必填项提示样式不统一,4,2,已解决,1,黎兴,2018/6/8,王琪,2018/6/12,王琪,已解决,2018/6/11,0000-00-00
web端后台管理系统(#43),【重庆政企】业务管理-设备管理-设备筛选时，设备名称检索建议不区分大小写,4,3,激活,0,黎兴,2018/6/8,王琪,2018/6/11,,,0000-00-00,0000-00-00
web端后台管理系统(#43),【重庆政企】权限管理-人员信息-编辑账号时，不应该出现修改密码功能，设计不合理，而且修改密码功能已存在其他功能模块中,3,3,激活,0,黎兴,2018/6/11,王琪,2018/6/12,,,0000-00-00,0000-00-00
web端后台管理系统(#43),【重庆政企】业务管理-工单管理-搜索功能实现异常,3,3,激活,0,黎兴,2018/6/15,王琪,2018/6/15,,,0000-00-00,0000-00-00
web端后台管理系统(#43),【重庆政企二期-客户经理】知识库管理-文件上传-文件为没有上传完全，就提示文件上传成功,3,,激活,0,黎兴,2018/8/15,朱健,2018/8/15,,,0000-00-00,0000-00-00
